codeAiot;numeroRubrique;nature;alinea;regimeAutoriseAlinea;quantiteTotale;unite;dateMotif
"0005200378";"3520";"pour les déchets non dangereux";a;Autorisation;"33.000";"t/h";"20/08/2021"
"0005200378";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"2250.000";kW;"20/08/2021"
"0005200378";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"11900.000";"m3";"20/08/2021"
"0005200378";"4511";"Dangereux pour l'environnement aquatique de catégorie chronique 2";"2";"Déclaration avec contrôle";"170.000";t;"20/08/2021"
"0005200378";"2771";"Traitement thermique de déchets non dangereux";;Autorisation;;;"20/08/2021"
"0005200378";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"1600.000";"m3";"20/08/2021"
"0005200378";"2713";"Métaux et déchets de métaux (transit)";"2";Déclaration;"200.000";"m2";"20/08/2021"
"0003106650";"2781";"Installations de méthanisation de déchets non dangereux";"2.b";Enregistrement;"76.0";"t/j";
"0003106650";"4310";"Gaz inflammables catégorie 1 et 2";"2";"Déclaration avec contrôle";"3.5";t;
"0003106650";"2781";"Installations de méthanisation de déchets non dangereux";"1.b";Enregistrement;"76.0";"t/j";
"0005200655";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"1";Enregistrement;"13780.000";"m3";"06/07/2018"
"0005200655";"2410";"Supérieure à 50 kW, mais inférieure ou égale à 250 kW";"2";Déclaration;"156.000";kW;"06/07/2018"
"0005200655";"2920";"Réfrigération ou compression (installation de) pression >10E5 Pa";"2.b";Déclaration;"64.000";kW;"06/07/2018"
"0005211450";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"2";Autorisation;;;
"0005206028";"4411";"Substances et mélanges autoréactifs type C, D, E ou F";"2";Déclaration;"20.800";t;"13/05/2025"
"0005206028";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"2956.000";kW;"03/06/2015"
"0005206028";"1510";"Entrepot enregistré";"2.b";Enregistrement;"66225.000";"m3";"13/05/2025"
"0005206028";"3642";"Production d'aliments à partir de matières premières végétales - capacité > 300 t/j";"2.a";Autorisation;"117.000";"t/j";"18/04/2001"
"0005206028";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"1720.000";kg;"13/05/2025"
"0005206028";"2910";Combustion;"A.2";"Déclaration avec contrôle";"4.950";MW;"18/04/2001"
"0005206028";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"45.900";kW;"18/04/2001"
"0005208343";"1185";"Quantité susceptible d'être présente";"2.b";Déclaration;"380.0";kg;
"0005208343";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"55.0";kW;
"0005208343";"2910";Combustion;"A.1";Enregistrement;"25.8";MW;
"0005211842";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"377.0";"m3";
"0005211842";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"3.9";t;
"0005201190";"3700";"Préservation du bois";;Autorisation;"110.000";"m3/j";"30/07/2021"
"0005201190";"2410";"Supérieure à 50 kW, mais inférieure ou égale à 250 kW";"2";Déclaration;"70.000";kW;"30/07/2021"
"0005201190";"1532";"Stockage bois déclaré";"2.b";Déclaration;"10000.000";"m3";"30/07/2021"
"0005200388";"2221";"Supérieure à 4t/j";"1";Enregistrement;"15.0";"t/j";
"0005200388";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"15.0";kW;
"0005200388";"1510";"Entrepot enregistré";"2.b";Enregistrement;"32500.0";"m3";
"0005200388";"2220";"Supérieure à 10 t/j";"2.a";Enregistrement;"205.0";"t/j";
"0005211189";"2930";"Ateliers de réparation et entretien de véhicules à moteur";"1.a";Enregistrement;"5257.0";"m2";
"0005211189";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"15.0";kW;
"0005200238";"2560";"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW";"2";"Déclaration avec contrôle";"150.0";kW;
"0005200238";"2662";"Stockage de polymères D";"2";Déclaration;"140.0";"m3";
"0005200238";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.12";MW;
"0005200238";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"1100.0";"m3";
"0005200238";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1200.0";"m3";
"0005200238";"2445";"Transformation du papier, carton";"1";Enregistrement;"48.0";"t/j";
"0005204781";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"49.01";t;
"0005204781";"2410";"Supérieur à 250 kW";"1";Enregistrement;"700.0";kW;
"0005204781";"1532";"Stockage de bois enregistré";"2.a";Enregistrement;"27820.0";"m3";
"0005204781";"3700";"Préservation du bois";;Autorisation;"200.0";"m3/j";
"0005201071";"3260";"Traitement de surface";;Autorisation;"324.000";"m3";"17/11/2016"
"0005201071";"2565";"Traitement de surface";"2.a";Enregistrement;"324000.000";l;"17/11/2016"
"0005201071";"2567";"Supérieur à 1000 l";"1.a";Autorisation;"30000.000";l;"17/11/2016"
"0053320770";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"30000.0";"hL/an";
"0053320770";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"930.0";kW;
"0005207430";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"70000.0";"hL/an";
"0005207430";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"5.0";kW;
"0005207430";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1200.0";kW;
"0005207430";"4718";"Gaz inflammables liquéfiés de catégorie 1 et 2";"2";"Déclaration avec contrôle";;;
"0005207430";"2910";Combustion;"A.2";"Déclaration avec contrôle";"3.62";MW;
"0005200691";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"70.000";t;"22/07/2024"
"0005200691";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"358.000";kg;"22/07/2024"
"0005200691";"2640";"Supérieure ou égale à 2 t/j";a;Autorisation;"20.000";"t/j";"22/07/2024"
"0005200691";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"100.000";kW;"22/07/2024"
"0005200691";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"2";Enregistrement;"850.000";t;"22/07/2024"
"0005200691";"1510";"Entrepot enregistré";"2.b";Enregistrement;"192181.000";"m3";"22/07/2024"
"0005206262";"2410";"Supérieur à 250 kW";"1";Enregistrement;"648.000";kW;"15/10/2014"
"0005206262";"1532";"Stockage bois déclaré";"2.b";Déclaration;"2000.000";"m3";"15/10/2014"
"0005206262";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"144.000";kW;"15/10/2014"
"0005211861";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.9";t;
"0005211861";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"599.0";"m3";
"0005201048";"1510";"Entrepot déclaré";"2.c";"Déclaration avec contrôle";"19207.000";"m3";"19/03/2015"
"0005201048";"2221";"Supérieure à 4t/j";"1";Enregistrement;"2.560";"t/j";"16/08/2000"
"0005201048";"2220";"Supérieure à 10 t/j";"2.a";Enregistrement;"57.300";"t/j";"19/03/2015"
"0005201048";"2792";"Déchets PCB/PCT (transit, tri, regroupement)";"1.b";"Déclaration avec contrôle";"0.000";t;"04/05/1994"
"0005201048";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"14.600";kW;"19/03/2015"
"0005201048";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"332.770";kg;"19/03/2015"
"0005206357";"1435";"Stations-service";"2";"Déclaration avec contrôle";"0.000";"m3";"23/11/1814"
"0005206357";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"680.000";kW;"23/11/1814"
"0005212705";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"56000.0";"m2";
"0005212705";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"190.0";kW;
"0053301073";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"80000.0";"hL/an";
"0053301073";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1250.0";kW;
"0053301073";"2910";Combustion;"A.2";"Déclaration avec contrôle";"3.12";MW;
"0005201011";"2564";"Supérieur à 200 l, mais inférieur ou égal à 1500 l";"1.c";"Déclaration avec contrôle";"1450.0";L;
"0005201011";"4110";"Toxicité aiguë catégorie 1";"2.b";"Déclaration avec contrôle";"240.0";kg;
"0005201011";"2560";"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW";"2";"Déclaration avec contrôle";"450.0";kW;
"0005201011";"2565";"Traitement de surface";"2.a";Enregistrement;"28000.0";l;
"0100011817";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"35000.000";"m3";"15/12/2023"
"0100011817";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"26925.000";"m2";"15/12/2023"
"0100011817";"2791";"Déchets non dangereux (traitement) déclaration";"2";"Déclaration avec contrôle";"9.000";"t/j";"15/12/2023"
"0005208724";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"1100.0";kW;
"0005208724";"2663";"Stockage de pneumatiques alvéolaires ou expansés";"1.a";Enregistrement;"614186.0";"m3";
"0005208724";"1510";"Entrepot autorisé";"2.a";Autorisation;"301000.0";"m3";
"0005208724";"1511";"Entrepôts frigorifiques";"1";Enregistrement;"151000.0";"m3";
"0005208724";"1532";"Bois ou analogues (dépôt de) dégageant poussières inflammables";"1";Autorisation;"21000.0";"m3";
"0005208724";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"1";Enregistrement;"151000.0";"m3";
"0005208724";"2662";"Stockage de polymères enregistré";"1";Enregistrement;"614186.0";"m3";
"0005208724";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"300.0";kg;
"0003100635";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1500.0";"m3";
"0003100635";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"1300.0";"m3";
"0003100635";"2716";"déchets non dangereux non inertes (transit)";"2";"Déclaration avec contrôle";"180.0";"m3";
"0003100635";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"315.0";kW;
"0005208348";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.5";t;
"0005208348";"2715";"Transit, regroupement ou tri de déchets non dangereux de verre";;Déclaration;"60.0";"m3";
"0005208348";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"1100.0";"m3";
"0005208348";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"2550.0";"m2";
"0005208348";"2711";"Transit, regroupement, tri, ...équipements électriques mis au rebut";"2";"Déclaration avec contrôle";"140.0";"m3";
"0005208348";"1435";"Stations-service";"2";"Déclaration avec contrôle";"660.0";"m3";
"0005208348";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"500.0";"m3";
"0005208348";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"50.0";t;
"0005208455";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"2";Enregistrement;"192.900";t;"27/03/2017"
"0005208455";"2640";"Supérieure ou égale à 2 t/j";a;Autorisation;"20.000";"t/j";"27/03/2017"
"0005208455";"1978";"Fabrication de mélanges pour revêtements, de vernis, d?encres et de colle";"17";Déclaration;"1501.000";"t/an";"08/02/2023"
"0005209791";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"550.000";kW;"09/02/2023"
"0005209791";"2510";"Carrières (exploitation de)";"1";Autorisation;;;"06/12/2011"
"0005209791";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"20000.000";"m2";"25/03/2019"
"0005211751";"1511";"Entrepôts frigorifiques";"1";Enregistrement;"108120.0";"m3";
"0005211751";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"62.0";kW;
"0005212501";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.000";t;"11/08/2016"
"0005212501";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"514.000";"m3";"11/08/2016"
"0005200459";"2260";"Supérieure à 1 MW mais inférieure à 20 MW";"2.b";"Déclaration avec contrôle";"17.000";MW;"04/07/2001"
"0005200459";"2160";"silos autres que plats DC";"2.b";"Déclaration avec contrôle";"8000.000";"m3";"04/07/2001"
"0005200459";"2160";"Silos plats enregistré";"1.a";Enregistrement;"111100.000";"m3";"04/07/2001"
"0005206862";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"5200.000";"m2";"21/03/2019"
"0005208240";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1390.0";kW;
"0005208240";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"55000.0";"hL/an";
"0005208240";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.54";MW;
"0003100108";"1436";"Liquides combustibles de point éclair compris entre 60° C et 93° C (stockage ou emploi de)";"2";"Déclaration avec contrôle";"200.0";t;
"0003100108";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"9523.0";"m3";
"0003100108";"1532";"Stockage bois déclaré";"2.b";Déclaration;"4000.0";"m3";
"0003100108";"2910";Combustion;"A.2";"Déclaration avec contrôle";"4.5";MW;
"0003100108";"4440";"Solides comburants catégorie 1,2 ou 3";"2";Déclaration;"5.0";t;
"0003100108";"1450";"Solides inflammables";"1";Autorisation;"20.0";t;
"0003100108";"2925";"Charge d'accumulateurs ne dégageant pas d''hydrogène";"2";Déclaration;"913.0";kW;
"0003100108";"1510";"Entrepot enregistré";"2.b";Enregistrement;"716501.0";"m3";
"0003100108";"4320";"Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2";"2";Déclaration;"100.0";t;
"0003100108";"4735";Ammoniac;"1.b";"Déclaration avec contrôle";;;
"0003100108";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"2";"Déclaration avec contrôle";"0.95";t;
"0003100108";"2921";"Installations de refroidissement évaporatif";"1.a";Enregistrement;"3020.0";kW;
"0003100108";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"565.0";kW;
"0003100108";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;
"0003100108";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"2";Déclaration;"100.0";t;
"0003100108";"4741";"Mélanges d'hypochlorite de sodium classés dans la catégorie de toxicité aquatique aiguë 1";"2";"Déclaration avec contrôle";;;
"0003100108";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"6000.0";"m3";
"0003100108";"2663";"Stockage de pneumatiques";"2.b";Déclaration;"3300.0";"m3";
"0003100108";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"77.0";t;
"0005204940";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"15000.0";"m3";
"0005204940";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"300.0";kW;
"0005204940";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"3000.0";"m3";
"0005200257";"3420";sels;d;Autorisation;;;"20/07/2023"
"0005200257";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"69000.000";kW;"05/12/2016"
"0005200257";"1630";"Soude ou potasse caustique";"2";Déclaration;"122.000";t;"05/12/2016"
"0005200257";"4440";"Solides comburants catégorie 1,2 ou 3";"1";Autorisation;"1600.000";t;"20/07/2023"
"0005200257";"2910";Combustion;"B.2";Autorisation;"0.880";MW;"20/07/2023"
"0005200257";"4441";"Liquides comburants catégorie 1,2 ou 3";"1";Autorisation;"1730.000";t;"20/07/2023"
"0003104069";"2760";"Installation de stockage de déchets inertes";"3";Enregistrement;;;
"0005212770";"1532";"Stockage bois déclaré";"2.b";Déclaration;"3300.000";"m3";"24/01/2018"
"0005212770";"2663";"Stockage de pneumatiques";"2.a";Enregistrement;"26000.000";"m3";"24/01/2018"
"0005212770";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"600.000";kW;"24/01/2018"
"0005212770";"1511";"Entrepôts frigorifiques";"1";Enregistrement;"116760.000";"m3";"20/02/2024"
"0005212770";"1510";"Entrepot enregistré";"2.b";Enregistrement;"437135.000";"m3";"20/02/2024"
"0005212770";"1450";"Solides inflammables";"1";Autorisation;"10.000";t;"24/01/2018"
"0005212770";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"729.000";kg;"24/01/2018"
"0005212770";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"2000.000";"m3";"24/01/2018"
"0005212770";"4718";"Supérieure ou égale à 6 t mais inférieure à 50 t";"2.b";"Déclaration avec contrôle";;;"24/01/2018"
"0005212770";"4320";"Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2";"2";Déclaration;"17.000";t;"24/01/2018"
